,SPX,RTY,NDX, HSI ,SHCOMP,KOSPI,AS51,NKY,UKX,DAX,FTSEMIB,CAC,M1IN,M1RU,M1BR
2002,0.08843364641316298,0.2798804546766833,0.3874137080438884,0.14279700926406758,0.13525499451433465,-0.07199600434376685,0.05145097225972206,0.16913694791009193,0.23203117982321952,0.535081323083495,0.26468220724213376,0.3535556423975217,0.2224290672810365,0.15432614988742355,0.0
2003,0.019208035936705503,-0.08604080273943537,-0.01431812223424378,0.11310860204572681,-0.19959458478213432,-0.015476618738689774,0.009031535198975371,-0.1667243641354733,-0.008626364753518634,0.003490259885418956,0.020380608497172714,-0.058143174408857745,0.9194164115656196,0.14037139982614621,0.0
2004,0.10875672943852677,0.1827532691178917,0.10684724228567699,0.17141234776434544,-0.0748648356559376,0.13756079504186802,0.29513691264900266,0.08635868312769945,0.11244392517166424,0.07336904437651937,0.18854049282472451,0.10134976384231376,0.19108404069202378,0.05462011013145718,0.0
2005,0.0490694020450444,0.04511749477096716,-0.12320442885070537,0.08404660514120166,0.01823711941367656,0.567996676095774,0.24095474208154277,0.27864456636579993,0.20805344818787108,0.2707138963553315,0.20119806641864058,0.2695327506031362,0.3756936133173756,0.7000183087199152,0.0
2006,0.15776699100286606,0.1832976404522828,-0.024914487294730225,0.38966046290562084,0.9883082150647977,0.060300959248832164,0.2549482197089388,0.08089991129943197,0.14443946089438175,0.21978603099703076,0.20951311185192334,0.2096969625323568,0.5100442897817141,0.5559700842035524,0.0
2007,0.05571348288607991,-0.014265815975497587,0.19164838061807532,0.4337893631195684,0.9796625950919018,0.23711332677794705,0.17419317544190505,-0.05804253676456095,0.07388362677226512,0.22289189500554785,-0.03196503575790033,0.041919197157235466,0.7311056408107675,0.2450365257921392,0.0
2008,0.3303299359753211,0.3854766623275172,0.20245554930845078,0.055843768687773965,0.2271604039118842,0.21318682299250336,0.136176897703,0.5165624013424668,0.1086320578238884,0.048456930191673075,0.730013524741687,0.1983272986178064,-0.15901857658769702,0.5012754001574955,0.0
2009,-0.11955112573156601,-0.0973106234970299,-0.2730608449900821,-0.36008947386693624,-0.3597566688554694,-0.2903304330156643,-0.25131563575068616,-0.12001706193427097,-0.1457763267452955,-0.09179192897472377,-0.18464989265304155,-0.10710048460876365,-0.5456991025388794,-0.5788762210382319,0.0
2010,0.15058651015355462,0.26814562416711163,0.20058821624484935,0.08581178954535651,-0.44148789568923164,0.23576309665822137,0.029409290062780924,-0.14834593271187035,0.12668866282584323,0.1605994531198851,-0.32729519372955773,-0.11595022118449383,0.20951617665668332,0.19065530910010975,0.0
2011,0.02105531326247223,-0.2936983885680241,0.03612281676912099,-0.2717794130687732,-0.011050371171231754,-0.22811774612241842,-0.14010564704646256,-0.1040742092487118,-0.16979487497393742,-0.1932996277707677,-0.15219575555887244,-0.1114737198890351,-0.06160698092632244,-0.3175636458937564,-0.3595041574095017
2012,0.06812686376214816,0.051368393379669364,0.18347817972533953,-0.10358421276664453,-0.09484229837671809,-0.012624441974073752,0.02674181762299388,-0.029484176722852196,0.06647522691869834,-0.09760501493186302,0.004187230008936282,-0.05366169508502017,-0.3322522807062034,-0.24958290658111226,-0.07919972023830091
2013,0.32374172809531987,0.38821903752053966,0.3690963981745048,0.06561615695695067,0.0692511639312301,0.019622970349443936,0.21977341901479863,0.5936990447659987,0.1865005165317264,0.25481747519504316,-0.006969260403464572,0.22225782832855123,-0.3960755955135632,-0.09217358374269424,-0.05814996941892825
2014,0.13678295607192403,0.04896229745600711,0.19396315605412262,-0.021945393969332705,0.6245475256439641,-0.016951658050950225,0.07148658689551746,0.08956617922944177,0.0071794356684411476,0.026526984472621473,0.029781298432828507,0.025417898870694566,0.048017392112799984,0.13714313589899407,-0.07051001848980454
2015,-0.14397109125161256,-0.04413239829181603,0.09750665329092323,-0.08690583547921182,0.11154215969726478,0.0028235787481551977,0.10078288996377971,0.10993474128560199,-0.02494982774686272,0.09560504000285586,0.15753177652681583,0.11944815719531099,-0.05546483627094434,-0.14171100019362715,0.5165649952057945
2016,-0.020077285379406673,-0.020325238132067436,-0.14343466756127932,-0.13066814283755224,-0.3035953517508184,-0.0579549426649596,-0.028356261469209332,-0.3243954389868918,0.04363828839112349,-0.22559216395867576,-0.21798766959973437,-0.15083649681901679,-0.18276966983992016,0.18603226968010622,-0.46680318111363706
2017,0.21822769708640988,0.14627725446585438,0.3299214306653102,0.4127302251229803,0.04928294003804212,0.2392902465183837,0.13406725911469652,0.21336033422954692,0.11954057181697686,0.1251260772088989,0.24415435089206294,0.12544543674057396,0.27183137773007804,0.05204342273307816,0.2411166878917277
2018,-0.04391760312135229,-0.11027433693609212,0.00036775691999735294,-0.17033708786599555,-0.04407995759214445,0.060109107204030954,-0.014635265561977362,-0.1030336796374769,0.00945317209326424,-0.031980075852070966,0.03629235445588486,0.05485489331096405,-0.2452353237329159,-0.003945371775417428,-0.5242525406781234
2019,0.05002678096425295,-0.222140401232771,0.39457426414679864,-0.1775697611054553,-0.2547773217742384,0.020049197059973656,0.15680449985323253,-0.1743819669018194,-0.03805148224769872,-0.13964801782883174,-0.08932600222647658,-0.0789873713377911,-0.07433485373669557,0.12860564401931684,-0.06548899968532373
2020,-0.15200402560630777,-0.22979116986304682,0.39561522319291953,-0.07037286267640142,0.05208378098538824,0.11782540390227325,-0.36762302032156546,-0.268546932785507,-0.07289103313265788,-0.37459606963394276,-0.3825363980340324,-0.3586192002743366,-0.521490963764436,-0.4900056918406631,0.08122435087101176
Annual Return,0.06833183905281806,0.04534310279467072,0.1321403381320493,0.029556007732488905,0.0774358743497137,0.06411528082562547,0.057838020390578185,0.033742974196139204,0.05151945596417857,0.0464185005759708,0.036492095469985816,0.03615965610469211,0.04764156980686953,0.06169680732022274,-0.04131592384553082
Annual Vol,0.13595023917936586,0.20082456299139784,0.19695152161050677,0.2214899054417907,0.3974327213162675,0.18936136229222253,0.17076363634950198,0.24508698857994934,0.11219663190315116,0.21182663052991438,0.2529763479102205,0.17518247133637085,0.40223875239358375,0.33003178579350717,0.22852724160999696
Sharpe Ratio,0.5026238972824791,0.22578464565917147,0.6709282418917856,0.133441782249785,0.19484020866035356,0.3385869221128793,0.3387022063186866,0.13767754213166636,0.4591889710971938,0.2191343952356148,0.14425101702763374,0.20641138253644872,0.118441024201102,0.1869420158179095,-0.1807921171868004
